prompt,model,image_folder,image_name,model_response,correct_object_names,success,response_time
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,51.jpg, The object is a pair of gloves. ,gloves; glove,True,0.568986654281616
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,52.jpg, The object in the image appears to be a small white plastic container or lid. ,plate; dish; tray,False,0.69179368019104
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,53.jpg, The object is a fan with its motor exposed. ,fan,True,0.602471351623535
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,54.jpg, The object is a bottle of hand sanitizer. ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,0.614640712738037
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,55.jpg, The object is a black video game controller with buttons and joysticks. ,controller,True,0.675273895263672
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,56.jpg," The image shows a crumpled piece of fabric with visible stains, possibly from a red substance. ",cloth; fabric; clothing,True,0.767794132232666
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,57.jpg, The object gripped in the robotic arm is a computer mouse. ,mouse,True,0.662071466445923
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,58.jpg, The object is a screwdriver with a wooden handle. ,screwdriver,True,0.616614818572998
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,59.jpg," The object in the image is a small electronic device with various components such as a microcontroller board, connectors, and possibly other integrated circuits or sensors. It appears to be a development board or a prototype for an electronics project. ",pcb; circuit board; pcie,False,1.1859815120697
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava,images_base,60.jpg, The object is a tube of LYRECO paint. ,cleaning foam; cleaning solution,False,0.631245851516724
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,01.jpg, The object being gripped by the robotic arm is a coffee mug.,mug; cup,True,5.95261526107788
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,02.jpg, The object being gripped by the robotic arm is a coffee cup.,mug; cup,True,1.12957000732422
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,03.jpg, The object being gripped by the robotic arm is a coffee mug.,mug; cup,True,1.15329575538635
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,04.jpg, The object being gripped by the robotic arm is a coffee cup.,mug; cup,True,1.1278703212738
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,05.jpg, The object being gripped by the robotic arm is a piece of bread or toast.,sponge,False,1.23604226112366
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,06.jpg, The object being gripped by the robotic arm is a piece of bread or toast.,sponge,False,1.2347846031189
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,07.jpg, The object being gripped by the robotic arm is a blue cloth or fabric item.,sponge,False,1.20624876022339
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,08.jpg, The object being gripped by the robotic arm is a piece of paper towel or cloth.,sponge,False,1.26122760772705
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,09.jpg, The object being gripped by the robotic arm is a pair of gloves.,gloves; glove,True,1.18254280090332
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,10.jpg, The object being gripped by the robotic arm is a pair of gloves.,gloves; glove,True,1.18189811706543
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,11.jpg, The object being gripped by the robotic arm is a black glove.,gloves; glove,True,1.15603876113892
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,12.jpg, The object being gripped by the robotic arm is a glove.,gloves; glove,True,1.12696313858032
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,13.jpg, The object being gripped by the robotic arm is a white chair with a black seat.,plate; dish; tray,False,1.23333835601807
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,14.jpg, The object being gripped by the robotic arm is a pair of scissors.,plate; dish; tray,False,1.20749497413635
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,15.jpg, The object being gripped by the robotic arm is a dental chair.,plate; dish; tray,False,1.15406799316406
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,16.jpg, The object being gripped by the robotic arm is a black hairbrush.,plate; dish; tray,False,1.18029236793518
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,17.jpg, The object being gripped by the robotic arm is a camera.,fan,False,1.10151505470276
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,18.jpg, The object being gripped by the robotic arm is a fan.,fan,True,1.1019139289856
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,19.jpg, The object being gripped by the robotic arm is a fan.,fan,True,1.10167837142944
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,20.jpg, The object being gripped by the robotic arm is a camera.,fan,False,1.1017107963562
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,21.jpg, The object being gripped by the robotic arm is a bottle of water.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,1.20870447158813
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,22.jpg, The object being held by the robotic arm is a bottle of hand sanitizer.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,1.20740532875061
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,23.jpg, The object being gripped by the robotic arm is a water bottle.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,1.15397500991821
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,24.jpg, The object being gripped by the robotic arm is a plastic water bottle with a label that includes text and an image of a sports ball.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,1.56545257568359
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,25.jpg, The object being gripped by the robotic arm is a microphone.,controller,False,1.12676954269409
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,26.jpg, The object being gripped by the robotic arm is a video game controller.,controller,True,1.15664577484131
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,27.jpg, The object being gripped by the robotic arm is a video game controller.,controller,True,1.1542649269104
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,28.jpg, The object being gripped by the robotic arm is a camera.,controller,False,1.10056829452515
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,29.jpg, The object being gripped by the robotic arm is a cloth with bloodstains on it.,cloth; fabric; clothing,True,1.26163196563721
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,30.jpg, The object being gripped by the robotic arm is a piece of paper or fabric that appears to be crumpled or torn.,cloth; fabric; clothing,True,1.47485756874084
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,31.jpg, The object being gripped by the robotic arm is a piece of cloth with red stains on it.,cloth; fabric; clothing,True,1.31411623954773
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,32.jpg," The object being gripped by the robotic arm is a piece of cloth or fabric that appears to be dirty or stained with some substance, possibly blood given its color and texture.",cloth; fabric; clothing,True,1.74244093894959
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,33.jpg, The object being gripped by the robotic arm is a camera.,mouse,False,1.10146594047546
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,34.jpg, The object being gripped by the robotic arm is a black and white checkered square.,mouse,False,1.23443388938904
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,35.jpg, The object being gripped by the robotic arm is a camera.,mouse,False,1.10191011428833
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,36.jpg, The object being gripped by the robotic arm is a pair of scissors.,mouse,False,1.20746636390686
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,37.jpg, The object being gripped by the robotic arm is a black and white checkered patterned object.,screwdriver,False,1.28836345672607
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,38.jpg, The object being gripped by the robotic arm is a black power strip.,screwdriver,False,1.15280508995056
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,39.jpg, The object being gripped by the robotic arm is a black and white checkered patterned material.,screwdriver,False,1.28841805458069
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,40.jpg, The object being gripped by the robotic arm is a black and white checkered patterned material.,screwdriver,False,1.2891480922699
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,41.jpg, The object being gripped by the robotic arm is a camera.,pcb; circuit board; pcie,False,1.10431504249573
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,42.jpg, The object being gripped by the robotic arm is a camera.,pcb; circuit board; pcie,False,1.10172486305237
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,43.jpg, The object being gripped by the robotic arm is a camera.,pcb; circuit board; pcie,False,1.10197520256042
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,44.jpg, The object being gripped by the robotic arm is a camera.,pcb; circuit board; pcie,False,1.10119962692261
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,45.jpg, The object being held by the robotic arm is a spray bottle.,cleaning foam; cleaning solution,False,1.12958168983459
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,46.jpg, The object being held by the robotic arm is a can of cleaning product.,cleaning foam; cleaning solution,False,1.15610957145691
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,47.jpg," The object being gripped by the robotic arm is a cylindrical object with a label that reads ""GREENSOL"" and additional text which is not fully visible. It appears to be some kind of container or canister.",cleaning foam; cleaning solution,False,2.03863477706909
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,48.jpg, The object being gripped by the robotic arm is a can with a label that appears to be partially obscured.,cleaning foam; cleaning solution,False,1.37197971343994
"You are a robot. Based on what you see, you must identify the object gripped in your robotic arm. Disregard the arm and background clutter, focus on the object. Be concise, identify the object.",llava:13b,images_base,49.jpg, The object is a coffee mug.,mug; cup,True,0.915537595748901
