prompt,model,image_folder,image_name,model_response,correct_object_names,success,response_time
What is the object in the image? Answer with a single word.,llava,images_base,20.jpg, Robot ,fan,False,0.463716983795166
What is the object in the image? Answer with a single word.,llava,images_base,21.jpg, Robot ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.4640998840332031
What is the object in the image? Answer with a single word.,llava,images_base,22.jpg, Robot ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.46246838569641113
What is the object in the image? Answer with a single word.,llava,images_base,23.jpg, Robot ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.4618542194366455
What is the object in the image? Answer with a single word.,llava,images_base,24.jpg, Robot ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.46269750595092773
What is the object in the image? Answer with a single word.,llava,images_base,25.jpg, Robot ,controller,False,0.465954065322876
What is the object in the image? Answer with a single word.,llava,images_base,26.jpg, Robot ,controller,False,0.46156859397888184
What is the object in the image? Answer with a single word.,llava,images_base,27.jpg, Robot ,controller,False,0.4607839584350586
What is the object in the image? Answer with a single word.,llava,images_base,28.jpg, Camera ,controller,False,0.445786714553833
What is the object in the image? Answer with a single word.,llava,images_base,29.jpg, Robot ,cloth; fabric; clothing,False,0.4641742706298828
What is the object in the image? Answer with a single word.,llava,images_base,30.jpg, Robot ,cloth; fabric; clothing,False,0.46305227279663086
What is the object in the image? Answer with a single word.,llava,images_base,31.jpg, Robot ,cloth; fabric; clothing,False,0.464066743850708
What is the object in the image? Answer with a single word.,llava,images_base,32.jpg, Robot ,cloth; fabric; clothing,False,0.4636716842651367
What is the object in the image? Answer with a single word.,llava,images_base,33.jpg, Robot ,mouse,False,0.46427321434020996
What is the object in the image? Answer with a single word.,llava,images_base,34.jpg, Robot ,mouse,False,0.46288013458251953
What is the object in the image? Answer with a single word.,llava,images_base,35.jpg, Robot ,mouse,False,0.46271491050720215
What is the object in the image? Answer with a single word.,llava,images_base,36.jpg, Robot ,mouse,False,0.4629635810852051
What is the object in the image? Answer with a single word.,llava,images_base,37.jpg, Robot ,screwdriver,False,0.4646646976470947
What is the object in the image? Answer with a single word.,llava,images_base,38.jpg, Robot ,screwdriver,False,0.46335744857788086
What is the object in the image? Answer with a single word.,llava,images_base,39.jpg, Robot ,screwdriver,False,0.46179962158203125
What is the object in the image? Answer with a single word.,llava,images_base,40.jpg, Robot ,screwdriver,False,0.4622154235839844
What is the object in the image? Answer with a single word.,llava,images_base,41.jpg, Robot ,pcb; circuit board; pcie,False,0.463808536529541
What is the object in the image? Answer with a single word.,llava,images_base,42.jpg, Robot ,pcb; circuit board; pcie,False,0.4639317989349365
What is the object in the image? Answer with a single word.,llava,images_base,43.jpg, Robot ,pcb; circuit board; pcie,False,0.46349191665649414
What is the object in the image? Answer with a single word.,llava,images_base,44.jpg, Camera ,pcb; circuit board; pcie,False,0.4469738006591797
What is the object in the image? Answer with a single word.,llava,images_base,45.jpg, Robot ,cleaning foam; cleaning solution,False,0.46410369873046875
What is the object in the image? Answer with a single word.,llava,images_base,46.jpg, Robot ,cleaning foam; cleaning solution,False,0.4650919437408447
What is the object in the image? Answer with a single word.,llava,images_base,47.jpg, Camera ,cleaning foam; cleaning solution,False,0.4497261047363281
What is the object in the image? Answer with a single word.,llava,images_base,48.jpg, Camera ,cleaning foam; cleaning solution,False,0.4486088752746582
What is the object in the image? Answer with a single word.,llava,images_base,49.jpg, Mug ,mug; cup,True,0.4640941619873047
What is the object in the image? Answer with a single word.,llava,images_base,50.jpg, Sponge ,sponge,True,0.4787406921386719
What is the object in the image? Answer with a single word.,llava,images_base,51.jpg, Glove ,gloves; glove,True,0.4632251262664795
What is the object in the image? Answer with a single word.,llava,images_base,52.jpg, Tray ,plate; dish; tray,True,0.4632868766784668
What is the object in the image? Answer with a single word.,llava,images_base,53.jpg, Fan ,fan,True,0.46480584144592285
What is the object in the image? Answer with a single word.,llava,images_base,54.jpg, Soap dispenser ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.5094037055969238
What is the object in the image? Answer with a single word.,llava,images_base,55.jpg, Controller ,controller,True,0.44959545135498047
What is the object in the image? Answer with a single word.,llava,images_base,56.jpg, Tissue ,cloth; fabric; clothing,False,0.4660069942474365
What is the object in the image? Answer with a single word.,llava,images_base,57.jpg, Computer mouse ,mouse,True,0.46514272689819336
What is the object in the image? Answer with a single word.,llava,images_base,58.jpg, Screwdriver ,screwdriver,True,0.47913050651550293
What is the object in the image? Answer with a single word.,llava,images_base,59.jpg, Computer board ,pcb; circuit board; pcie,False,0.46567726135253906
What is the object in the image? Answer with a single word.,llava,images_base,60.jpg, Tube ,cleaning foam; cleaning solution,False,0.46430325508117676
What is the object in the image? Answer with a single word.,llava:13b,images_base,01.jpg, Robot,mug; cup,False,5.562842607498169
What is the object in the image? Answer with a single word.,llava:13b,images_base,02.jpg, Robot,mug; cup,False,0.7364194393157959
What is the object in the image? Answer with a single word.,llava:13b,images_base,03.jpg, Robot,mug; cup,False,0.7361435890197754
What is the object in the image? Answer with a single word.,llava:13b,images_base,04.jpg, Robot,mug; cup,False,0.7321650981903076
What is the object in the image? Answer with a single word.,llava:13b,images_base,05.jpg, Robot,sponge,False,0.7350778579711914
What is the object in the image? Answer with a single word.,llava:13b,images_base,06.jpg, Robot,sponge,False,0.7347524166107178
What is the object in the image? Answer with a single word.,llava:13b,images_base,07.jpg, Robot,sponge,False,0.7326030731201172
What is the object in the image? Answer with a single word.,llava:13b,images_base,08.jpg, Robot,sponge,False,0.7345564365386963
What is the object in the image? Answer with a single word.,llava:13b,images_base,09.jpg, Glove,gloves; glove,True,0.73551344871521
What is the object in the image? Answer with a single word.,llava:13b,images_base,10.jpg, Robot,gloves; glove,False,0.7341978549957275
What is the object in the image? Answer with a single word.,llava:13b,images_base,11.jpg, Robot,gloves; glove,False,0.7352383136749268
What is the object in the image? Answer with a single word.,llava:13b,images_base,12.jpg, Glove,gloves; glove,True,0.7338805198669434
What is the object in the image? Answer with a single word.,llava:13b,images_base,13.jpg, Robot,plate; dish; tray,False,0.7324881553649902
What is the object in the image? Answer with a single word.,llava:13b,images_base,14.jpg, Chair,plate; dish; tray,False,0.7043395042419434
What is the object in the image? Answer with a single word.,llava:13b,images_base,15.jpg, Robot,plate; dish; tray,False,0.7313888072967529
What is the object in the image? Answer with a single word.,llava:13b,images_base,16.jpg, Robot,plate; dish; tray,False,0.73667311668396
What is the object in the image? Answer with a single word.,llava:13b,images_base,17.jpg, Robot,fan,False,0.7334201335906982
What is the object in the image? Answer with a single word.,llava:13b,images_base,18.jpg, Robot,fan,False,0.7319226264953613
What is the object in the image? Answer with a single word.,llava:13b,images_base,19.jpg, Robot,fan,False,0.732621431350708
What is the object in the image? Answer with a single word.,llava:13b,images_base,20.jpg, Robot,fan,False,0.7341935634613037
What is the object in the image? Answer with a single word.,llava:13b,images_base,21.jpg, Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.7318668365478516
What is the object in the image? Answer with a single word.,llava:13b,images_base,22.jpg, Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.7302913665771484
What is the object in the image? Answer with a single word.,llava:13b,images_base,23.jpg, Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.7314012050628662
What is the object in the image? Answer with a single word.,llava:13b,images_base,24.jpg, Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.7301440238952637
What is the object in the image? Answer with a single word.,llava:13b,images_base,25.jpg, Robot,controller,False,0.7307045459747314
What is the object in the image? Answer with a single word.,llava:13b,images_base,26.jpg, Robot,controller,False,0.7298932075500488
What is the object in the image? Answer with a single word.,llava:13b,images_base,27.jpg, Robot,controller,False,0.7333371639251709
What is the object in the image? Answer with a single word.,llava:13b,images_base,28.jpg, Robot,controller,False,0.7324066162109375
What is the object in the image? Answer with a single word.,llava:13b,images_base,29.jpg, Robot,cloth; fabric; clothing,False,0.7312624454498291
What is the object in the image? Answer with a single word.,llava:13b,images_base,30.jpg, Robot,cloth; fabric; clothing,False,0.7322442531585693
What is the object in the image? Answer with a single word.,llava:13b,images_base,31.jpg, Robot,cloth; fabric; clothing,False,0.7326452732086182
What is the object in the image? Answer with a single word.,llava:13b,images_base,32.jpg, Robot,cloth; fabric; clothing,False,0.7305479049682617
What is the object in the image? Answer with a single word.,llava:13b,images_base,33.jpg, Robot,mouse,False,0.73197340965271
What is the object in the image? Answer with a single word.,llava:13b,images_base,34.jpg, Robot,mouse,False,0.731680154800415
What is the object in the image? Answer with a single word.,llava:13b,images_base,35.jpg, Robot,mouse,False,0.7319130897521973
What is the object in the image? Answer with a single word.,llava:13b,images_base,36.jpg, Robot,mouse,False,0.7333600521087646
What is the object in the image? Answer with a single word.,llava:13b,images_base,37.jpg, Robot,screwdriver,False,0.7354068756103516
What is the object in the image? Answer with a single word.,llava:13b,images_base,38.jpg, Robot,screwdriver,False,0.7335793972015381
What is the object in the image? Answer with a single word.,llava:13b,images_base,39.jpg, Robot,screwdriver,False,0.7335481643676758
What is the object in the image? Answer with a single word.,llava:13b,images_base,40.jpg, Robot,screwdriver,False,0.7357861995697021
What is the object in the image? Answer with a single word.,llava:13b,images_base,41.jpg, Robot,pcb; circuit board; pcie,False,0.7307736873626709
What is the object in the image? Answer with a single word.,llava:13b,images_base,42.jpg, Robot,pcb; circuit board; pcie,False,0.7299635410308838
What is the object in the image? Answer with a single word.,llava:13b,images_base,43.jpg, Robot,pcb; circuit board; pcie,False,0.729668140411377
What is the object in the image? Answer with a single word.,llava:13b,images_base,44.jpg, Robot,pcb; circuit board; pcie,False,0.7284255027770996
What is the object in the image? Answer with a single word.,llava:13b,images_base,45.jpg, Robot,cleaning foam; cleaning solution,False,0.7301130294799805
What is the object in the image? Answer with a single word.,llava:13b,images_base,46.jpg, Robot,cleaning foam; cleaning solution,False,0.7300512790679932
What is the object in the image? Answer with a single word.,llava:13b,images_base,47.jpg, Robot,cleaning foam; cleaning solution,False,0.7297024726867676
What is the object in the image? Answer with a single word.,llava:13b,images_base,48.jpg, Camera,cleaning foam; cleaning solution,False,0.7043066024780273
What is the object in the image? Answer with a single word.,llava:13b,images_base,49.jpg, Coffee cup,mug; cup,True,0.7823681831359863
What is the object in the image? Answer with a single word.,llava:13b,images_base,50.jpg, Sponge,sponge,True,0.7570474147796631
What is the object in the image? Answer with a single word.,llava:13b,images_base,51.jpg, Gloves,gloves; glove,True,0.730684757232666
What is the object in the image? Answer with a single word.,llava:13b,images_base,52.jpg, Tray,plate; dish; tray,True,0.7300550937652588
What is the object in the image? Answer with a single word.,llava:13b,images_base,53.jpg, Fan,fan,True,0.7308804988861084
What is the object in the image? Answer with a single word.,llava:13b,images_base,54.jpg, Bottle,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.7571206092834473
What is the object in the image? Answer with a single word.,llava:13b,images_base,55.jpg, Controller,controller,True,0.7026231288909912
What is the object in the image? Answer with a single word.,llava:13b,images_base,56.jpg, Napkin,cloth; fabric; clothing,False,0.7317409515380859
What is the object in the image? Answer with a single word.,llava:13b,images_base,57.jpg, Mouse,mouse,True,0.7045018672943115
What is the object in the image? Answer with a single word.,llava:13b,images_base,58.jpg, Screwdriver,screwdriver,True,0.7836394309997559
What is the object in the image? Answer with a single word.,llava:13b,images_base,59.jpg, Circuit board,pcb; circuit board; pcie,True,0.7569806575775146
What is the object in the image? Answer with a single word.,llava:13b,images_base,60.jpg, Tube,cleaning foam; cleaning solution,False,0.7306792736053467
What is the object in the image? Answer with a single word.,llava:34b,images_base,01.jpg,Robot,mug; cup,False,20.04921841621399
What is the object in the image? Answer with a single word.,llava:34b,images_base,02.jpg,Robot,mug; cup,False,4.934208393096924
What is the object in the image? Answer with a single word.,llava:34b,images_base,03.jpg,Robot,mug; cup,False,5.018538951873779
What is the object in the image? Answer with a single word.,llava:34b,images_base,04.jpg,Robot,mug; cup,False,4.957234621047974
What is the object in the image? Answer with a single word.,llava:34b,images_base,05.jpg,Robot,sponge,False,5.031832218170166
What is the object in the image? Answer with a single word.,llava:34b,images_base,06.jpg,Robot,sponge,False,5.064189195632935
What is the object in the image? Answer with a single word.,llava:34b,images_base,07.jpg,Robot,sponge,False,4.9629175662994385
What is the object in the image? Answer with a single word.,llava:34b,images_base,08.jpg,Robot,sponge,False,4.972390651702881
What is the object in the image? Answer with a single word.,llava:34b,images_base,09.jpg,Glove,gloves; glove,True,5.004695177078247
What is the object in the image? Answer with a single word.,llava:34b,images_base,10.jpg,Robot,gloves; glove,False,4.933358192443848
What is the object in the image? Answer with a single word.,llava:34b,images_base,11.jpg,Robot,gloves; glove,False,5.052737474441528
What is the object in the image? Answer with a single word.,llava:34b,images_base,12.jpg,Glove,gloves; glove,True,4.919403076171875
What is the object in the image? Answer with a single word.,llava:34b,images_base,13.jpg,Robot,plate; dish; tray,False,5.062143325805664
What is the object in the image? Answer with a single word.,llava:34b,images_base,14.jpg,Machine,plate; dish; tray,False,4.774198532104492
What is the object in the image? Answer with a single word.,llava:34b,images_base,15.jpg,Robot,plate; dish; tray,False,4.937289476394653
What is the object in the image? Answer with a single word.,llava:34b,images_base,16.jpg,Robot,plate; dish; tray,False,5.048977613449097
What is the object in the image? Answer with a single word.,llava:34b,images_base,17.jpg,Robot,fan,False,4.88629412651062
What is the object in the image? Answer with a single word.,llava:34b,images_base,18.jpg,Robot,fan,False,4.908857107162476
What is the object in the image? Answer with a single word.,llava:34b,images_base,19.jpg,Robot,fan,False,4.952266216278076
What is the object in the image? Answer with a single word.,llava:34b,images_base,20.jpg,Robot,fan,False,4.945914268493652
What is the object in the image? Answer with a single word.,llava:34b,images_base,21.jpg,Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,4.852881908416748
What is the object in the image? Answer with a single word.,llava:34b,images_base,22.jpg,Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,5.0173180103302
What is the object in the image? Answer with a single word.,llava:34b,images_base,23.jpg,Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,5.031788349151611
What is the object in the image? Answer with a single word.,llava:34b,images_base,24.jpg,Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,4.821851015090942
What is the object in the image? Answer with a single word.,llava:34b,images_base,25.jpg,Robot,controller,False,4.8106536865234375
What is the object in the image? Answer with a single word.,llava:34b,images_base,26.jpg,Robot,controller,False,4.905026435852051
What is the object in the image? Answer with a single word.,llava:34b,images_base,27.jpg,Robot,controller,False,5.011724472045898
What is the object in the image? Answer with a single word.,llava:34b,images_base,28.jpg,Robot,controller,False,5.023457050323486
What is the object in the image? Answer with a single word.,llava:34b,images_base,29.jpg,Robot,cloth; fabric; clothing,False,5.074498653411865
What is the object in the image? Answer with a single word.,llava:34b,images_base,30.jpg,Robot,cloth; fabric; clothing,False,4.881399393081665
What is the object in the image? Answer with a single word.,llava:34b,images_base,31.jpg,Robot,cloth; fabric; clothing,False,4.946590900421143
What is the object in the image? Answer with a single word.,llava:34b,images_base,32.jpg,Robot,cloth; fabric; clothing,False,4.938478946685791
What is the object in the image? Answer with a single word.,llava:34b,images_base,33.jpg,Robot,mouse,False,4.96539831161499
What is the object in the image? Answer with a single word.,llava:34b,images_base,34.jpg,Robot,mouse,False,5.0495195388793945
What is the object in the image? Answer with a single word.,llava:34b,images_base,35.jpg,Robot,mouse,False,4.838447570800781
What is the object in the image? Answer with a single word.,llava:34b,images_base,36.jpg,Robot,mouse,False,4.799729585647583
What is the object in the image? Answer with a single word.,llava:34b,images_base,37.jpg,Robot,screwdriver,False,4.933601140975952
What is the object in the image? Answer with a single word.,llava:34b,images_base,38.jpg,Robot,screwdriver,False,4.9214067459106445
What is the object in the image? Answer with a single word.,llava:34b,images_base,39.jpg,Robot,screwdriver,False,5.0689475536346436
What is the object in the image? Answer with a single word.,llava:34b,images_base,40.jpg,Robot,screwdriver,False,4.85529899597168
What is the object in the image? Answer with a single word.,llava:34b,images_base,41.jpg,Robot,pcb; circuit board; pcie,False,4.878403663635254
What is the object in the image? Answer with a single word.,llava:34b,images_base,42.jpg,Robot,pcb; circuit board; pcie,False,4.929399728775024
What is the object in the image? Answer with a single word.,llava:34b,images_base,43.jpg,Robot,pcb; circuit board; pcie,False,4.874394416809082
What is the object in the image? Answer with a single word.,llava:34b,images_base,44.jpg,Robot,pcb; circuit board; pcie,False,5.00440526008606
What is the object in the image? Answer with a single word.,llava:34b,images_base,45.jpg,Robot,cleaning foam; cleaning solution,False,4.971761465072632
What is the object in the image? Answer with a single word.,llava:34b,images_base,46.jpg,Robot,cleaning foam; cleaning solution,False,5.044658184051514
What is the object in the image? Answer with a single word.,llava:34b,images_base,47.jpg,Robot,cleaning foam; cleaning solution,False,5.066941261291504
What is the object in the image? Answer with a single word.,llava:34b,images_base,48.jpg,Camera,cleaning foam; cleaning solution,False,4.694068193435669
What is the object in the image? Answer with a single word.,llava:34b,images_base,49.jpg,Cup,mug; cup,True,5.024432182312012
What is the object in the image? Answer with a single word.,llava:34b,images_base,50.jpg,Sponge,sponge,True,5.012368202209473
What is the object in the image? Answer with a single word.,llava:34b,images_base,51.jpg,Glove,gloves; glove,True,5.034870862960815
What is the object in the image? Answer with a single word.,llava:34b,images_base,52.jpg,Plate,plate; dish; tray,True,4.962280988693237
What is the object in the image? Answer with a single word.,llava:34b,images_base,53.jpg,Fan,fan,True,4.790647029876709
What is the object in the image? Answer with a single word.,llava:34b,images_base,54.jpg,Soap bottle,soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,5.082981109619141
What is the object in the image? Answer with a single word.,llava:34b,images_base,55.jpg,Controller,controller,True,4.785935878753662
What is the object in the image? Answer with a single word.,llava:34b,images_base,56.jpg,Towel,cloth; fabric; clothing,False,5.126363754272461
What is the object in the image? Answer with a single word.,llava:34b,images_base,57.jpg,Mouse,mouse,True,4.668828010559082
What is the object in the image? Answer with a single word.,llava:34b,images_base,58.jpg,Antenna,screwdriver,False,4.826545715332031
What is the object in the image? Answer with a single word.,llava:34b,images_base,59.jpg,Circuit board,pcb; circuit board; pcie,True,5.182783842086792
What is the object in the image? Answer with a single word.,llava:34b,images_base,60.jpg,Tube,cleaning foam; cleaning solution,False,4.771807670593262
What is the object in the image? Answer with a single word.,llava-llama3,images_base,01.jpg,Robotic arm,mug; cup,False,4.948714017868042
What is the object in the image? Answer with a single word.,llava-llama3,images_base,02.jpg,Machine,mug; cup,False,0.4642026424407959
What is the object in the image? Answer with a single word.,llava-llama3,images_base,03.jpg,Machine,mug; cup,False,0.46331167221069336
What is the object in the image? Answer with a single word.,llava-llama3,images_base,04.jpg,Machine,mug; cup,False,0.4638853073120117
What is the object in the image? Answer with a single word.,llava-llama3,images_base,05.jpg,Machine,sponge,False,0.4641125202178955
What is the object in the image? Answer with a single word.,llava-llama3,images_base,06.jpg,Toaster,sponge,False,0.481799840927124
What is the object in the image? Answer with a single word.,llava-llama3,images_base,07.jpg,Machine,sponge,False,0.4621877670288086
What is the object in the image? Answer with a single word.,llava-llama3,images_base,08.jpg,Toaster oven,sponge,False,0.4983541965484619
What is the object in the image? Answer with a single word.,llava-llama3,images_base,09.jpg,Machine,gloves; glove,False,0.46608495712280273
What is the object in the image? Answer with a single word.,llava-llama3,images_base,10.jpg,Machine,gloves; glove,False,0.46525073051452637
What is the object in the image? Answer with a single word.,llava-llama3,images_base,11.jpg,Machine,gloves; glove,False,0.46663951873779297
What is the object in the image? Answer with a single word.,llava-llama3,images_base,12.jpg,Machine,gloves; glove,False,0.4655749797821045
What is the object in the image? Answer with a single word.,llava-llama3,images_base,13.jpg,Machine,plate; dish; tray,False,0.4645192623138428
What is the object in the image? Answer with a single word.,llava-llama3,images_base,14.jpg,Machine,plate; dish; tray,False,0.4645514488220215
What is the object in the image? Answer with a single word.,llava-llama3,images_base,15.jpg,Machine,plate; dish; tray,False,0.46445775032043457
What is the object in the image? Answer with a single word.,llava-llama3,images_base,16.jpg,Machine,plate; dish; tray,False,0.46530580520629883
What is the object in the image? Answer with a single word.,llava-llama3,images_base,17.jpg,Machine,fan,False,0.46544408798217773
What is the object in the image? Answer with a single word.,llava-llama3,images_base,18.jpg,Fan,fan,True,0.4661238193511963
What is the object in the image? Answer with a single word.,llava-llama3,images_base,19.jpg,Fan,fan,True,0.46515679359436035
What is the object in the image? Answer with a single word.,llava-llama3,images_base,20.jpg,Robot arm,fan,False,0.4829220771789551
What is the object in the image? Answer with a single word.,llava-llama3,images_base,21.jpg,Machine,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.46497106552124023
What is the object in the image? Answer with a single word.,llava-llama3,images_base,22.jpg,Bottle,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.482928991317749
What is the object in the image? Answer with a single word.,llava-llama3,images_base,23.jpg,Robot,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.4656510353088379
What is the object in the image? Answer with a single word.,llava-llama3,images_base,24.jpg,Machine,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.4651155471801758
What is the object in the image? Answer with a single word.,llava-llama3,images_base,25.jpg,Machine,controller,False,0.4645192623138428
What is the object in the image? Answer with a single word.,llava-llama3,images_base,26.jpg,Wii controller,controller,True,0.5009684562683105
What is the object in the image? Answer with a single word.,llava-llama3,images_base,27.jpg,Robot,controller,False,0.4651679992675781
What is the object in the image? Answer with a single word.,llava-llama3,images_base,28.jpg,Robot,controller,False,0.46468496322631836
What is the object in the image? Answer with a single word.,llava-llama3,images_base,29.jpg,Robe,cloth; fabric; clothing,False,0.4827272891998291
What is the object in the image? Answer with a single word.,llava-llama3,images_base,30.jpg,Robot,cloth; fabric; clothing,False,0.4821953773498535
What is the object in the image? Answer with a single word.,llava-llama3,images_base,31.jpg,Ironing board,cloth; fabric; clothing,False,0.500499963760376
What is the object in the image? Answer with a single word.,llava-llama3,images_base,32.jpg,Shirt,cloth; fabric; clothing,False,0.4833950996398926
What is the object in the image? Answer with a single word.,llava-llama3,images_base,33.jpg,Machine,mouse,False,0.46588563919067383
What is the object in the image? Answer with a single word.,llava-llama3,images_base,34.jpg,Machine,mouse,False,0.4647200107574463
What is the object in the image? Answer with a single word.,llava-llama3,images_base,35.jpg,Machine,mouse,False,0.46511387825012207
What is the object in the image? Answer with a single word.,llava-llama3,images_base,36.jpg,Machine,mouse,False,0.46592187881469727
What is the object in the image? Answer with a single word.,llava-llama3,images_base,37.jpg,Machine,screwdriver,False,0.46539855003356934
What is the object in the image? Answer with a single word.,llava-llama3,images_base,38.jpg,Machine,screwdriver,False,0.4652225971221924
What is the object in the image? Answer with a single word.,llava-llama3,images_base,39.jpg,Machine,screwdriver,False,0.46690821647644043
What is the object in the image? Answer with a single word.,llava-llama3,images_base,40.jpg,Machine,screwdriver,False,0.46536731719970703
What is the object in the image? Answer with a single word.,llava-llama3,images_base,41.jpg,Printer,pcb; circuit board; pcie,False,0.46573328971862793
What is the object in the image? Answer with a single word.,llava-llama3,images_base,42.jpg,Machine,pcb; circuit board; pcie,False,0.4669947624206543
What is the object in the image? Answer with a single word.,llava-llama3,images_base,43.jpg,Machine,pcb; circuit board; pcie,False,0.4658091068267822
What is the object in the image? Answer with a single word.,llava-llama3,images_base,44.jpg,Camera,pcb; circuit board; pcie,False,0.466461181640625
What is the object in the image? Answer with a single word.,llava-llama3,images_base,45.jpg,Spray paint,cleaning foam; cleaning solution,False,0.5012786388397217
What is the object in the image? Answer with a single word.,llava-llama3,images_base,46.jpg,Spray bottle,cleaning foam; cleaning solution,False,0.5002553462982178
What is the object in the image? Answer with a single word.,llava-llama3,images_base,47.jpg,Camera,cleaning foam; cleaning solution,False,0.46523118019104004
What is the object in the image? Answer with a single word.,llava-llama3,images_base,48.jpg,Hair dryer,cleaning foam; cleaning solution,False,0.48363661766052246
What is the object in the image? Answer with a single word.,llava-llama3,images_base,49.jpg,Mug,mug; cup,True,0.48442888259887695
What is the object in the image? Answer with a single word.,llava-llama3,images_base,50.jpg,Sponge,sponge,True,0.48377394676208496
What is the object in the image? Answer with a single word.,llava-llama3,images_base,51.jpg,Glove,gloves; glove,True,0.48377013206481934
What is the object in the image? Answer with a single word.,llava-llama3,images_base,52.jpg,Plate,plate; dish; tray,True,0.4649944305419922
What is the object in the image? Answer with a single word.,llava-llama3,images_base,53.jpg,Fan,fan,True,0.46636295318603516
What is the object in the image? Answer with a single word.,llava-llama3,images_base,54.jpg,Bottle,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.48293399810791016
What is the object in the image? Answer with a single word.,llava-llama3,images_base,55.jpg,Controller,controller,True,0.4658842086791992
What is the object in the image? Answer with a single word.,llava-llama3,images_base,56.jpg,Towel,cloth; fabric; clothing,False,0.4844229221343994
What is the object in the image? Answer with a single word.,llava-llama3,images_base,57.jpg,Mouse,mouse,True,0.46556925773620605
What is the object in the image? Answer with a single word.,llava-llama3,images_base,58.jpg,Screwdriver,screwdriver,True,0.5016024112701416
What is the object in the image? Answer with a single word.,llava-llama3,images_base,59.jpg,Microchip,pcb; circuit board; pcie,False,0.4849698543548584
What is the object in the image? Answer with a single word.,llava-llama3,images_base,60.jpg,Bleach,cleaning foam; cleaning solution,False,0.5016496181488037
What is the object in the image? Answer with a single word.,llama3.2-vision,images_base,01.jpg,Mug.,mug; cup,True,9.789807319641113
What is the object in the image? Answer with a single word.,llama3.2-vision,images_base,02.jpg,Mug.,mug; cup,True,4.233942031860352
What is the object in the image? Answer with a single word.,llama3.2-vision,images_base,03.jpg,Mug.,mug; cup,True,4.240467548370361
What is the object in the image? Answer with a single word.,llama3.2-vision,images_base,04.jpg,Mug.,mug; cup,True,4.278757572174072
What is the object in the image? Answer with a single word.,llama3.2-vision,images_base,05.jpg,Sponge.,sponge,True,4.239937782287598
